index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales,publisher revenue,sale price,sales rank,Publisher,units sold,language
618,2005.0,Vanishing Acts,Jodi Picoult,English,Intermediate,3.68,79662,popular_fiction,258.7,155.22,1.99,703,Random House LLC,48816,English
619,1995.0,Absolute Power,David Baldacci,English,Excellent,4.15,72481,popular_fiction,1656.2,993.72,12.74,704,Macmillan,48816,English
620,2000.0,Hot Six,Janet Evanovich,English,Excellent,4.18,99329,popular_fiction,514.71,0.0,3.99,705,"Amazon Digital Services,  Inc.",48600,English
621,2012.0,The Time Keeper,Mitch Albom,English,Intermediate,3.85,72277,popular_fiction,127.71,0.0,0.99,707,"Amazon Digital Services,  Inc.",48384,English
622,2006.0,A Dirty Job,Christopher Moore,English,Excellent,4.08,78523,nonfiction,127.71,76.626,0.99,707,"Amazon Digital Services,  Inc.",48168,English
623,2003.0,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,English,Excellent,4.24,66406,popular_fiction,127.71,0.0,0.99,708,"Amazon Digital Services,  Inc.",47952,English
624,2003.0,The Amulet of Samarkand,Jonathan Stroud,English,Intermediate,3.99,86062,popular_fiction,127.71,0.0,0.99,709,"Amazon Digital Services,  Inc.",47736,English
625,2007.0,I Am America (And So Can You!),"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",English,Intermediate,3.91,71023,popular_fiction,885.76,531.456,6.92,710,Penguin Group (USA) LLC,47520,English
626,1981.0,The One Minute Manager,"Kenneth H. Blanchard, Spencer Johnson",English,Intermediate,3.85,70241,children,888.32,532.992,6.94,710,"Amazon Digital Services,  Inc.",47520,English
627,1958.0,Exodus,Leon Uris,English,Excellent,4.33,77258,popular_fiction,1470.72,882.432,11.49,711,Random House LLC,47304,English
628,1994.0,Stones from the River,Ursula Hegi,English,Excellent,4.07,80056,popular_fiction,787.2,472.32,6.15,712,"Amazon Digital Services,  Inc.",47304,English
629,1939.0,The Big Sleep,Raymond Chandler,English,Excellent,4.04,84489,popular_fiction,126.72,76.032,0.99,713,"Amazon Digital Services,  Inc.",47088,English
630,1945.0,Cannery Row ,John Steinbeck,English,Excellent,4.02,81598,popular_fiction,1153.28,691.968,9.01,713,HarperCollins Publishers,47088,English
631,2011.0,Seriously...I'm Kidding,Ellen DeGeneres,English,Intermediate,3.72,74358,popular_fiction,843.28,505.968,6.64,714,Hachette Book Group,46872,English
632,2000.0,The Miserable Mill,"Lemony Snicket, Brett Helquist",English,Intermediate,3.83,101325,popular_fiction,1395.73,837.438,10.99,716,Penguin Group (USA) LLC,46872,English
633,2012.0,The Snow Child,Eowyn Ivey,English,Intermediate,3.95,72328,popular_fiction,125.73,75.438,0.99,716,"Amazon Digital Services,  Inc.",46872,English
634,2013.0,Wait for You,"J. Lynn, Jennifer L. Armentrout",English,Excellent,4.19,106236,popular_fiction,506.73,0.0,3.99,717,"Amazon Digital Services,  Inc.",46440,English
635,2009.0,The Last Straw,Jeff Kinney,English,Excellent,4.11,82518,popular_fiction,502.74,0.0,3.99,719,"Amazon Digital Services,  Inc.",46440,English
636,1308.0,La Divina Commedia,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",English,Excellent,4.06,74130,popular_fiction,124.74,0.0,0.99,720,"Amazon Digital Services,  Inc.",46008,English
637,1982.0,The Tao of Pooh,"Benjamin Hoff, Ernest H. Shepard",English,Excellent,4.01,69975,popular_fiction,1198.75,719.25,9.59,724,HarperCollins Publishers,46008,English
638,2012.0,Onyx,Jennifer L. Armentrout,English,Excellent,4.33,111448,popular_fiction,1127.5,676.5,9.02,725,Random House LLC,46008,English
639,2013.0,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,English,Excellent,4.28,109183,popular_fiction,122.76,73.656,0.99,728,"Amazon Digital Services,  Inc.",45792,English
640,2003.0,The Birth of Venus,Sarah Dunant,English,Intermediate,3.79,78129,popular_fiction,370.76,0.0,2.99,730,"Amazon Digital Services,  Inc.",45576,English
641,2005.0,The Opal Deception,Eoin Colfer,English,Excellent,4.04,95638,popular_fiction,121.77,73.062,0.99,733,"Amazon Digital Services,  Inc.",45360,English
642,2015.0,Det som inte dÃ¶dar oss,"David Lagercrantz, Stieg Larsson, George Goulding",English,Intermediate,3.73,53751,popular_fiction,121.77,73.062,0.99,736,Random House LLC,45144,English
643,2016.0,The Girls,Emma Cline,English,Novice,3.49,76761,popular_fiction,974.78,584.868,7.99,737,Random House LLC,44928,English
644,2003.0,The Goose Girl,Shannon Hale,English,Excellent,4.18,92952,popular_fiction,120.78,72.468,0.99,738,Simon and Schuster Digital Sales Inc,44280,English
645,2001.0,Mystic River,Dennis Lehane,English,Excellent,4.19,86103,popular_fiction,1096.78,658.068,8.99,739,Random House LLC,43848,English
646,2010.0,Warm Bodies,Isaac Marion,,Intermediate,3.93,66381,popular_fiction,486.78,292.068,3.99,740,"Amazon Digital Services,  Inc.",43848,
647,1881.0,The Prince and the Pauper,"Mark Twain, Everett H. Emerson",English,Intermediate,3.84,84682,popular_fiction,966.79,580.074,7.99,741,Random House LLC,43416,English
648,1966.0,The Moon is a Harsh Mistress,Robert A. Heinlein,English,Excellent,4.17,80366,popular_fiction,930.49,558.294,7.69,743,Penguin Group (USA) LLC,43416,English
649,2010.0,The Forty Rules of Love,"Elif Shafak, Ø¥Ù„ÙŠÙ Ø´Ø§ÙØ§Ù‚, Ø§Ø±Ø³Ù„Ø§Ù† ÙØµÛŒØ­ÛŒ, Ù…Ø­Ù…Ø¯ Ø¯Ø±ÙˆÙŠØ´",English,Excellent,4.17,35283,popular_fiction,119.79,71.874,0.99,743,"Amazon Digital Services,  Inc.",43416,English
650,1999.0,High Five,Janet Evanovich,English,Excellent,4.17,92737,children,671.55,402.93,5.55,745,"Amazon Digital Services,  Inc.",43200,English
651,2013.0,Joyland,Stephen King,English,Intermediate,3.9,75018,popular_fiction,118.8,0.0,0.99,746,"Amazon Digital Services,  Inc.",42768,English
652,2010.0,é€²æ’ƒã®å·¨äºº 1,"Hajime Isayama, Sheldon Drzka",English,Famous,4.42,82565,popular_fiction,118.8,71.28,0.99,748,"Amazon Digital Services,  Inc.",42552,English
653,1933.0,Tender Is the Night,F. Scott Fitzgerald,English,Intermediate,3.83,79008,popular_fiction,118.8,71.28,0.99,750,"Amazon Digital Services,  Inc.",42120,English
654,1984.0,Cold Sassy Tree,Olive Ann Burns,,Intermediate,3.99,82281,popular_fiction,950.81,570.486,7.99,751,Random House LLC,42120,
655,1945.0,The Glass Menagerie,Tennessee Williams,English,Intermediate,3.67,90032,nonfiction,117.81,70.686,0.99,752,"Amazon Digital Services,  Inc.",41904,English
656,2011.0,L'amica geniale,"Elena Ferrante, Ann Goldstein",English,Intermediate,3.88,64637,nonfiction,912.73,547.638,7.67,753,Random House LLC,41472,English
657,2007.0,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,English,Intermediate,3.84,66129,popular_fiction,355.81,0.0,2.99,757,"Amazon Digital Services,  Inc.",41256,English
658,1996.0,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,Robin S. Sharma,English,Intermediate,3.77,52031,popular_fiction,117.81,0.0,0.99,759,"Amazon Digital Services,  Inc.",40824,English
659,2011.0,Rules of Civility,Amor Towles,English,Intermediate,3.99,75541,popular_fiction,712.81,427.686,5.99,760,Penguin Group (USA) LLC,40824,English
660,1970.0,Ringworld,Larry Niven,English,Intermediate,3.96,76925,popular_fiction,117.81,70.686,0.99,760,"Amazon Digital Services,  Inc.",40176,English
661,2011.0,Between Shades of Gray,Ruta Sepetys,English,Excellent,4.36,87718,popular_fiction,236.81,142.086,1.99,761,"Amazon Digital Services,  Inc.",40176,English
662,1996.0,Frindle,"Andrew Clements, Brian Selznick",English,Intermediate,3.79,83351,popular_fiction,712.81,427.686,5.99,762,Macmillan,39960,English
663,2009.0,Dog Days,Jeff Kinney,English,Excellent,4.14,78592,popular_fiction,474.81,0.0,3.99,764,"Amazon Digital Services,  Inc.",39744,English
664,2012.0,The Round House,Louise Erdrich,English,Intermediate,3.91,67928,popular_fiction,355.81,0.0,2.99,764,"Amazon Digital Services,  Inc.",39312,English
665,1973.0,A Wind in the Door,Madeleine L'Engle,English,Excellent,4.07,87277,popular_fiction,355.81,0.0,2.99,765,"Amazon Digital Services,  Inc.",39312,English
666,2012.0,Free Four: Tobias Tells the Divergent Story,Veronica Roth,English,Excellent,4.18,81621,nonfiction,1188.81,713.286,9.99,765,Hachette Book Group,38880,English
667,2015.0,A Little Life,Hanya Yanagihara,English,Excellent,4.27,66782,popular_fiction,355.81,213.486,2.99,766,"Amazon Digital Services,  Inc.",38664,English
668,2003.0,"Y: The Last Man, Vol. 1: Unmanned","Brian K. Vaughan, Pia Guerra, JosÃ© MarzÃ¡n Jr.",English,Excellent,4.12,81326,popular_fiction,117.81,0.0,0.99,767,"Amazon Digital Services,  Inc.",38664,English
669,2011.0,The Alloy of Law,Brandon Sanderson,English,Excellent,4.2,72185,popular_fiction,593.81,0.0,4.99,768,"Amazon Digital Services,  Inc.",38448,English
670,2011.0,Dead Reckoning,Charlaine Harris,English,Intermediate,3.77,87066,nonfiction,117.81,70.686,0.99,770,"Amazon Digital Services,  Inc.",38448,English
671,1985.0,The Accidental Tourist,"Anne Tyler, Jennifer Bassett",English,Intermediate,3.9,80075,popular_fiction,784.21,470.526,6.59,770,"Amazon Digital Services,  Inc.",38448,English
672,2012.0,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire SÃ¡enz,,Excellent,4.34,108884,fiction,1082.9,649.74,9.1,770,"Amazon Digital Services,  Inc.",38232,
673,1897.0,The Invisible Man,H.G. Wells,English,Intermediate,3.62,84778,popular_fiction,117.81,70.686,0.99,772,Macmillan,38016,English
674,1985.0,ä¸–ç•Œã®çµ‚ã‚Šã¨ãƒãƒ¼ãƒ‰ãƒœã‚¤ãƒ«ãƒ‰ãƒ»ãƒ¯ãƒ³ãƒ€ãƒ¼ãƒ©ãƒ³ãƒ‰ [Sekai no owari to hÄdoboirudo wandÄrando],"Haruki Murakami, Alfred Birnbaum",English,Excellent,4.15,63764,popular_fiction,117.81,70.686,0.99,773,"Amazon Digital Services,  Inc.",38016,English
675,1994.0,Na margem do rio Piedra eu sentei e chorei,"Paulo Coelho, Alan R. Clarke",English,Intermediate,3.57,62106,popular_fiction,915.11,549.066,7.69,775,Random House LLC,37584,English
676,1812.0,Der Schweizerische Robinson,"Johann David Wyss, Scott McKowen, Arthur Pober",English,Intermediate,3.92,78355,popular_fiction,355.81,0.0,2.99,779,"Amazon Digital Services,  Inc.",37584,English
677,1990.0,Four Past Midnight,Stephen King,English,Intermediate,3.9,76376,nonfiction,640.22,384.132,5.38,779,HarperCollins Publishers,37368,English
678,2012.0,The Marriage Bargain,Jennifer Probst,English,Intermediate,3.81,91630,popular_fiction,1307.81,784.686,10.99,781,Random House LLC,37368,English
679,1909.0,Anne of Avonlea,L.M. Montgomery,English,Excellent,4.21,99918,popular_fiction,117.81,70.686,0.99,782,"Amazon Digital Services,  Inc.",37368,English
680,1930.0,The Little Engine That Could,"Watty Piper, Doris Hauman, George Hauman",English,Excellent,4.15,82102,popular_fiction,593.81,0.0,4.99,783,"Amazon Digital Services,  Inc.",37152,English
681,2013.0,We Are All Completely Beside Ourselves,Karen Joy Fowler,English,Intermediate,3.71,59973,popular_fiction,355.81,0.0,2.99,783,"Amazon Digital Services,  Inc.",37152,English
682,1996.0,Children of the Mind,Orson Scott Card,English,Intermediate,3.74,74517,popular_fiction,1022.21,613.326,8.59,784,"Amazon Digital Services,  Inc.",36936,English
683,1922.0,Ulysses,James Joyce,English,Intermediate,3.74,76791,popular_fiction,117.81,0.0,0.99,786,"Amazon Digital Services,  Inc.",36936,English
684,1998.0,Someone Like You,Sarah Dessen,English,Intermediate,3.94,84358,nonfiction,355.81,213.486,2.99,786,Simon and Schuster Digital Sales Inc,36936,English
685,2003.0,Moloka'i,Alan Brennert,English,Excellent,4.15,75307,nonfiction,950.81,570.486,7.99,787,HarperCollins Publishers,36720,English
686,1990.0,The Witching Hour,Anne Rice,English,Excellent,4.1,79824,nonfiction,357.54,214.524,3.03,789,"Amazon Digital Services,  Inc.",36504,English
687,1986.0,This Present Darkness,Frank E. Peretti,English,Excellent,4.24,71815,popular_fiction,352.82,0.0,2.99,791,"Amazon Digital Services,  Inc.",36504,English
688,2012.0,The Coincidence of Callie & Kayden,Jessica Sorensen,English,Excellent,4.21,97615,popular_fiction,116.82,70.092,0.99,792,"Amazon Digital Services,  Inc.",36504,English
689,2015.0,Fates and Furies,Lauren Groff,English,Intermediate,3.56,66085,popular_fiction,862.58,517.548,7.31,792,HarperCollins Publishers,36504,English
690,1998.0,Summer Sisters,Judy Blume,,Intermediate,3.83,73515,popular_fiction,862.58,517.548,7.31,794,Penguin Group (USA) LLC,36504,
691,1945.0,Stuart Little,"E.B. White, Garth Williams",English,Intermediate,3.88,89033,popular_fiction,352.82,211.692,2.99,797,"Amazon Digital Services,  Inc.",36504,English
692,1953.0,The Foundation Trilogy,Isaac Asimov,English,Excellent,4.39,72311,fiction,1060.82,636.492,8.99,797,HarperCollins Publishers,36504,English
693,1999.0,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,English,Excellent,4.06,32626,popular_fiction,352.82,0.0,2.99,798,"Amazon Digital Services,  Inc.",36288,English
694,2000.0,The Austere Academy,"Lemony Snicket, Brett Helquist",English,Intermediate,3.97,99311,popular_fiction,116.82,0.0,0.99,799,"Amazon Digital Services,  Inc.",36288,English
695,2001.0,Seven Up,Janet Evanovich,English,Excellent,4.15,94506,popular_fiction,1320.42,792.252,11.19,800,HarperCollins Publishers,36072,English
696,2009.0,The Awakening,Kelley Armstrong,English,Excellent,4.16,95026,popular_fiction,761.1,456.66,6.45,802,Simon and Schuster Digital Sales Inc,36072,English
697,2003.0,Death Masks,Jim Butcher,English,Excellent,4.32,83664,children,654.9,392.94,5.55,802,"Amazon Digital Services,  Inc.",36072,English
698,1993.0,Stellaluna,Janell Cannon,English,Excellent,4.22,87423,popular_fiction,116.82,70.092,0.99,803,"Amazon Digital Services,  Inc.",36072,English
699,2007.0,Before They Are Hanged,Joe Abercrombie,English,Excellent,4.27,68865,popular_fiction,116.82,70.092,0.99,804,Random House LLC,35856,English
700,2007.0,Loving Frank,Nancy Horan,English,Intermediate,3.73,72734,popular_fiction,824.82,494.892,6.99,804,Hachette Book Group,35640,English
701,2002.0,Hard Eight,"Janet Evanovich, Lorelei King",English,Excellent,4.17,93057,nonfiction,1060.82,636.492,8.99,805,Random House LLC,35640,English
702,2001.0,The Vile Village,"Lemony Snicket, Brett Helquist",English,Intermediate,3.94,89733,popular_fiction,706.82,424.092,5.99,808,Penguin Group (USA) LLC,35640,English
703,1973.0,Sybil,Flora Rheta Schreiber,English,Intermediate,3.99,72493,nonfiction,502.68,301.608,4.26,809,HarperCollins Publishers,35640,English
704,1980.0,Cosmos,Carl Sagan,English,Excellent,4.35,76440,nonfiction,1131.62,678.972,9.59,810,Penguin Group (USA) LLC,35640,English
705,2005.0,Haunted: A Novel of Stories,Chuck Palahniuk,English,Intermediate,3.59,68861,fiction,234.82,140.892,1.99,810,Simon and Schuster Digital Sales Inc,35424,English
706,1987.0,The Shell Seekers,Rosamunde Pilcher,English,Excellent,4.13,73573,popular_fiction,588.82,0.0,4.99,811,"Amazon Digital Services,  Inc.",35424,English
707,2006.0,What Is the What: The Autobiography of Valentino Achak Deng,Dave Eggers,English,Excellent,4.16,59333,popular_fiction,1680.32,1008.192,14.24,811,Penguin Group (USA) LLC,35424,English
708,1981.0,CrÃ³nica de una muerte anunciada,"Gabriel GarcÃ­a MÃ¡rquez, Gregory Rabassa",English,Intermediate,3.95,56200,popular_fiction,1128.08,676.848,9.56,813,Simon and Schuster Digital Sales Inc,35208,English
709,1891.0,A Scandal in Bohemia,"Ronald Holt, Arthur Conan Doyle",,Excellent,4.22,65422,nonfiction,352.82,211.692,2.99,814,"Amazon Digital Services,  Inc.",35208,
710,2011.0,Killing Lincoln: The Shocking Assassination that Changed America Forever,"Bill O'Reilly, Martin Dugard",English,Excellent,4.02,71868,children,872.02,523.212,7.39,816,"Amazon Digital Services,  Inc.",35208,English
711,2013.0,The Lowland,Jhumpa Lahiri,English,Intermediate,3.82,62231,popular_fiction,470.82,282.492,3.99,818,"Amazon Digital Services,  Inc.",35208,English
712,2004.0,The Ruins of Gorlan,John Flanagan,English,Excellent,4.2,83085,nonfiction,824.82,494.892,6.99,818,Random House LLC,34992,English
713,2009.0,Wintergirls,Laurie Halse Anderson,English,Intermediate,3.98,87665,popular_fiction,352.82,0.0,2.99,819,"Amazon Digital Services,  Inc.",34992,English
714,2000.0,The Brethren,John Grisham,,Intermediate,3.71,69351,fiction,942.82,565.692,7.99,820,Penguin Group (USA) LLC,34992,
715,1997.0,Assassin's Quest,Robin Hobb,English,Excellent,4.18,67125,popular_fiction,470.82,0.0,3.99,821,"Amazon Digital Services,  Inc.",34776,English
716,1967.0,Rosemary's Baby,Ira Levin,English,Intermediate,3.96,78766,popular_fiction,588.82,0.0,4.99,823,"Amazon Digital Services,  Inc.",34776,English
717,1984.0,The Talisman,"Stephen King, Peter Straub",English,Excellent,4.12,79508,nonfiction,234.82,140.892,1.99,823,"Amazon Digital Services,  Inc.",34776,English
718,1998.0,The Path of Daggers,Robert Jordan,English,Intermediate,3.9,74815,popular_fiction,234.82,140.892,1.99,824,"Amazon Digital Services,  Inc.",34560,English
719,1958.0,The Dharma Bums,Jack Kerouac,English,Intermediate,3.94,62454,children,725.7,435.42,6.15,825,"Amazon Digital Services,  Inc.",34560,English
720,2010.0,The Reckoning,Kelley Armstrong,English,Excellent,4.21,92922,popular_fiction,466.83,0.0,3.99,826,"Amazon Digital Services,  Inc.",34560,English
721,2012.0,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,English,Intermediate,3.97,69596,fiction,934.83,560.898,7.99,827,Random House LLC,34344,English
722,1934.0,Mary Poppins,"P.L. Travers, Mary Shepard",English,Excellent,4.05,82706,popular_fiction,349.83,209.898,2.99,830,"Amazon Digital Services,  Inc.",34128,English
723,2007.0,Red Seas Under Red Skies,Scott Lynch,English,Excellent,4.23,68255,popular_fiction,349.83,209.898,2.99,831,"Amazon Digital Services,  Inc.",34128,English
724,1984.0,The House on Mango Street,Sandra Cisneros,English,Intermediate,3.57,81579,popular_fiction,115.83,0.0,0.99,832,"Amazon Digital Services,  Inc.",34128,English
725,2008.0,City of Thieves,David Benioff,English,Excellent,4.28,68063,popular_fiction,232.83,139.698,1.99,832,HarperCollins Publishers,34128,English
726,2007.0,Halfway to the Grave,Jeaniene Frost,English,Excellent,4.18,106608,popular_fiction,232.83,139.698,1.99,834,"Amazon Digital Services,  Inc.",33912,English
727,1980.0,The Twits,"Roald Dahl, Quentin Blake",English,Intermediate,3.94,82458,popular_fiction,855.27,513.162,7.31,836,Random House LLC,33696,English
728,2003.0,Abhorsen,Garth Nix,English,Excellent,4.29,80740,nonfiction,1519.83,911.898,12.99,836,"Amazon Digital Services,  Inc.",33696,English
729,2002.0,The Beach House,"James Patterson, Peter de Jonge",English,Intermediate,3.82,68676,popular_fiction,466.83,0.0,3.99,837,"Amazon Digital Services,  Inc.",33480,English
730,1987.0,Eyes of the Dragon,Stephen King,English,Intermediate,3.92,72714,nonfiction,700.83,420.498,5.99,837,HarperCollins Publishers,33264,English
731,1976.0,Children of Dune,Frank Herbert,English,Intermediate,3.9,74133,popular_fiction,115.83,0.0,0.99,838,"Amazon Digital Services,  Inc.",33264,English
732,2011.0,Leviathan Wakes,James S.A. Corey,English,Excellent,4.2,68416,nonfiction,1689.48,1013.688,14.44,840,HarperCollins Publishers,33048,English
733,2015.0,Queen of Shadows,Sarah J. Maas,English,Famous,4.6,99067,popular_fiction,349.83,209.898,2.99,841,Macmillan,33048,English
734,1991.0,Maus II : And Here My Troubles Began ,Art Spiegelman,English,Famous,4.41,90147,nonfiction,583.83,350.298,4.99,842,Hachette Book Group,32832,English
735,1962.0,The Snowy Day,Ezra Jack Keats,English,Excellent,4.13,81914,popular_fiction,1170.0,702.0,10.0,843,"Amazon Digital Services,  Inc.",32832,English
736,2003.0,To the Nines,Janet Evanovich,English,Excellent,4.16,86963,popular_fiction,1402.83,841.698,11.99,844,Penguin Group (USA) LLC,32832,English
737,2012.0,Where We Belong,Emily Giffin,English,Intermediate,3.86,68224,nonfiction,115.83,0.0,0.99,845,"Amazon Digital Services,  Inc.",32616,English
738,1994.0,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,English,Excellent,4.1,72207,popular_fiction,349.83,0.0,2.99,846,"Amazon Digital Services,  Inc.",32616,English
739,1999.0,ã‚¹ãƒ—ãƒ¼ãƒˆãƒ‹ã‚¯ã®æ‹äºº [SupÅ«toniku no Koibito],"Haruki Murakami, Philip Gabriel",English,Intermediate,3.82,62229,popular_fiction,1084.59,650.754,9.27,846,Penguin Group (USA) LLC,32616,English
740,2012.0,The Signature of All Things,Elizabeth Gilbert,English,Intermediate,3.81,61135,nonfiction,232.83,139.698,1.99,848,"Amazon Digital Services,  Inc.",32400,English
741,2003.0,"Eats, Shoots and Leaves",Lynne Truss,English,Intermediate,3.86,79117,popular_fiction,466.83,0.0,3.99,852,"Amazon Digital Services,  Inc.",32184,English
742,2004.0,Dead Witch Walking,Kim Harrison,English,Excellent,4.04,91390,nonfiction,349.83,0.0,2.99,852,"Amazon Digital Services,  Inc.",32184,English
743,1986.0,,"Clement C. Moore, Jan Brett",English,Excellent,4.36,81553,popular_fiction,466.83,0.0,3.99,853,"Amazon Digital Services,  Inc.",32184,English
744,2009.0,An Echo in the Bone,Diana Gabaldon,English,Famous,4.42,68854,popular_fiction,1391.13,834.678,11.89,854,Simon and Schuster Digital Sales Inc,32184,English
745,2011.0,Unearthly,Cynthia Hand,English,Excellent,4.06,99942,popular_fiction,232.83,139.698,1.99,857,Hachette Book Group,31968,English
746,1988.0,The Case for Christ,Lee Strobel,,Excellent,4.1,67128,popular_fiction,799.11,479.466,6.83,859,Macmillan,31752,
747,2005.0,Knife of Dreams,Robert Jordan,English,Excellent,4.12,71379,popular_fiction,349.83,0.0,2.99,860,"Amazon Digital Services,  Inc.",31752,English
748,2002.0,Hoot,Carl Hiaasen,English,Intermediate,3.81,75275,popular_fiction,583.83,350.298,4.99,862,Penguin Group (USA) LLC,31752,English
749,-17.0,Ã†neis,"Virgil, Robert Fitzgerald",English,Intermediate,3.81,75051,popular_fiction,114.84,0.0,0.99,863,"Amazon Digital Services,  Inc.",31752,English
750,2012.0,This is How You Lose Her,Junot DÃ­az,English,Intermediate,3.75,66720,nonfiction,624.08,374.448,5.38,865,"Amazon Digital Services,  Inc.",31536,English
751,2004.0,ã‚¢ãƒ•ã‚¿ãƒ¼ãƒ€ãƒ¼ã‚¯ [AfutÄ dÄku],"Haruki Murakami, Jay Rubin",English,Intermediate,3.68,64278,popular_fiction,694.84,0.0,5.99,866,"Amazon Digital Services,  Inc.",31536,English
752,1992.0,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,English,Intermediate,3.97,63304,popular_fiction,892.04,535.224,7.69,867,Random House LLC,31536,English
753,2010.0,It's Not Summer Without You,Jenny Han,English,Excellent,4.14,80367,popular_fiction,346.84,0.0,2.99,868,"Amazon Digital Services,  Inc.",31536,English
754,2012.0,Pushing the Limits,Katie McGarry,English,Excellent,4.08,93818,popular_fiction,462.84,0.0,3.99,869,"Amazon Digital Services,  Inc.",31320,English
755,2001.0,Quidditch Through the Ages,"Kennilworthy Whisp, J.K. Rowling",English,Intermediate,3.85,90908,popular_fiction,114.84,68.904,0.99,869,Random House LLC,31320,English
756,1977.0,Miss Nelson Is Missing!,"Harry Allard, James  Marshall",English,Excellent,4.26,77206,popular_fiction,1158.84,695.304,9.99,871,Penguin Group (USA) LLC,31320,English
757,1979.0,The Long Walk,"Richard Bachman, Stephen King",English,Excellent,4.11,71775,nonfiction,462.84,277.704,3.99,871,Hachette Book Group,31320,English
758,2001.0,The Ersatz Elevator,"Lemony Snicket, Brett Helquist",English,Excellent,4.01,90071,nonfiction,230.84,138.504,1.99,873,Random House LLC,31104,English
759,2004.0,Messenger ,Lois Lowry,English,Intermediate,3.9,79746,popular_fiction,462.84,277.704,3.99,877,"Amazon Digital Services,  Inc.",30888,English
760,2007.0,Lover Revealed,J.R. Ward,English,Excellent,4.3,97830,popular_fiction,694.84,0.0,5.99,879,"Amazon Digital Services,  Inc.",30888,English
761,2005.0,'Salem's Lot The Illustrated Edition,"Stephen King, Jerry N. Uelsmann",English,Excellent,4.25,72797,popular_fiction,770.24,462.144,6.64,879,Hachette Book Group,30672,English
762,2007.0,The Mysterious Benedict Society,"Trenton Lee Stewart, Carson Ellis",English,Excellent,4.14,87335,popular_fiction,114.84,68.904,0.99,881,"Amazon Digital Services,  Inc.",30672,English
763,2007.0,God is Not Great: How Religion Poisons Everything,Christopher Hitchens,English,Intermediate,3.96,64347,children,694.84,416.904,5.99,883,"Amazon Digital Services,  Inc.",30456,English
764,2013.0,"Never Too Far (Too Far, #2)",Abbi Glines,English,Excellent,4.21,97616,popular_fiction,114.84,68.904,0.99,884,"Amazon Digital Services,  Inc.",30456,English
765,2004.0,State of Fear,Michael Crichton,English,Intermediate,3.69,65397,popular_fiction,114.84,68.904,0.99,885,"Amazon Digital Services,  Inc.",30240,English
766,2012.0,The Statistical Probability of Love at First Sight,Jennifer E. Smith,English,Intermediate,3.8,89356,popular_fiction,114.84,0.0,0.99,886,"Amazon Digital Services,  Inc.",30240,English
767,2004.0,The Golem's Eye,Jonathan Stroud,English,Excellent,4.09,69058,nonfiction,810.84,486.504,6.99,886,Simon and Schuster Digital Sales Inc,29808,English
768,1980.0,Still Life with Woodpecker,Tom Robbins,English,Excellent,4.04,56802,popular_fiction,346.84,0.0,2.99,887,"Amazon Digital Services,  Inc.",29808,English
769,2004.0,Those Who Save Us,Jenna Blum,English,Excellent,4.12,68480,popular_fiction,114.84,0.0,0.99,890,"Amazon Digital Services,  Inc.",29808,English
770,2005.0,The Broker,John Grisham,English,Intermediate,3.77,65428,popular_fiction,114.84,68.904,0.99,892,"Amazon Digital Services,  Inc.",29592,English
771,2011.0,Across the Universe,Beth Revis,English,Intermediate,3.78,94176,popular_fiction,462.84,0.0,3.99,892,"Amazon Digital Services,  Inc.",29376,English
772,1978.0,"The Road Less Traveled:  A New Psychology of Love, Traditional Values, and Spiritual Growth",M. Scott Peck,English,Excellent,4.03,61238,nonfiction,1042.84,625.704,8.99,893,"Amazon Digital Services,  Inc.",29160,English
773,2004.0,Blood Rites,Jim Butcher,English,Excellent,4.33,79627,nonfiction,1041.68,625.008,8.98,894,"Amazon Digital Services,  Inc.",28944,English
774,1942.0,The Boxcar Children,"Gertrude Chandler Warner, L. Kate Deal",English,Excellent,4.09,92916,popular_fiction,1506.84,904.104,12.99,894,Simon and Schuster Digital Sales Inc,28944,English
775,2013.0,The Silent Wife,A.S.A. Harrison,English,Novice,3.3,60323,nonfiction,784.16,470.496,6.76,897,"Amazon Digital Services,  Inc.",28728,English
776,2011.0,How to Be a Woman,Caitlin Moran,English,Intermediate,3.73,70446,popular_fiction,346.84,0.0,2.99,898,"Amazon Digital Services,  Inc.",28512,English
777,2016.0,A Court of Mist and Fury,Sarah J. Maas,English,Famous,4.72,108384,popular_fiction,1158.84,695.304,9.99,900,Simon and Schuster Digital Sales Inc,28512,English
